5, 50002
10, 50003
15, 50006
20, 50004
25, 50005
30, 50002
35, 50005
40, 50002
45, 50003
50, 50005
55, 50005
60, 50004
65, 50007
70, 50005
75, 50001
80, 50002
85, 50002
90, 49999
95, 49998
100, 50002
105, 50001
110, 49999
115, 50001
120, 49999
125, 50002
130, 50000
135, 50002
140, 50002
145, 49998
150, 50003
155, 50002
160, 50001
165, 50003
170, 50002
175, 50000
180, 50002
185, 50001
190, 50000
195, 50002
200, 50000
205, 50001
210, 50003
215, 50002
220, 50003
225, 50001
230, 50004
235, 50002
240, 50003
245, 50001
250, 50003
255, 50001
260, 50003
265, 50002
270, 50003
275, 50003
280, 50006
285, 50005
290, 50003
295, 50001
300, 50003
305, 50004
310, 50003
315, 50003
320, 50002
325, 50003
330, 50003
335, 50004
340, 50005
345, 50004
350, 50004
355, 50004
360, 50005
365, 50006
370, 50005
375, 50003
380, 50004
385, 50004
390, 50004
395, 50002
400, 49999
405, 50000
410, 50000
415, 50000
420, 50001
425, 50001
430, 50000
435, 50001
440, 50002
445, 50002
450, 50002
455, 50001
460, 50003
465, 50003
470, 50004
475, 50004
480, 50001
485, 50002
490, 50003
495, 50004
500, 50003
505, 50002
510, 50003
515, 50002
520, 50002
525, 50002
530, 50003
535, 50004
540, 50004
545, 50003
550, 50002
555, 50001
560, 50005
565, 50003
570, 50002
575, 50004
580, 50004
585, 50005
590, 50004
595, 50003
600, 50004
605, 50003
610, 50003
615, 50006
620, 50000
625, 49999
630, 49998
635, 50000
640, 50000
645, 50001
650, 50000
655, 50003
660, 50000
665, 50001
670, 50003
675, 50002
680, 50002
685, 50001
690, 50002
695, 50001
700, 50003
705, 50003
710, 50001
715, 50002
720, 50001
725, 50002
730, 50000
735, 50004
740, 50003
745, 50004
750, 50004
755, 50002
760, 50002
765, 50003
770, 50002
775, 50004
780, 50001
785, 49865
790, 49659
795, 49445
800, 49240
805, 49037
810, 48833
815, 48628
820, 48423
825, 48208
830, 48013
835, 47799
840, 47596
845, 47390
850, 47186
855, 46981
860, 46778
865, 46572
870, 46361
875, 46154
880, 45951
885, 45746
890, 45540
895, 45337
900, 45124
905, 44919
910, 44723
915, 44510
920, 44305
925, 44100
930, 43896
935, 43684
940, 43487
945, 43273
950, 43068
955, 42862
960, 42658
965, 42454
970, 42251
975, 42045
980, 41834
985, 41629
990, 41423
995, 41219
1000, 41014
1005, 40811
1010, 40597
1015, 40402
1020, 40189
1025, 39996
1030, 40001
1035, 40002
1040, 40000
1045, 40000
1050, 39999
1055, 40000
1060, 40002
1065, 40002
1070, 39998
1075, 40001
1080, 40002
1085, 40000
1090, 40002
1095, 40001
1100, 40000
1105, 39999
1110, 40000
1115, 39999
1120, 40001
1125, 40000
1130, 40001
1135, 40000
1140, 40001
1145, 40001
1150, 40001
1155, 40000
1160, 40002
1165, 40000
1170, 40003
1175, 40002
1180, 40001
1185, 40000
1190, 40001
1195, 40002
1200, 40002
1205, 40002
1210, 40003
1215, 40003
1220, 40001
1225, 40002
1230, 40002
1235, 40001
1240, 40002
1245, 40002
1250, 40003
1255, 40003
1260, 40003
1265, 40002
1270, 40002
1275, 40004
1280, 40003
1285, 40005
1290, 40003
1295, 40002
1300, 40004
1305, 40004
1310, 40004
1315, 40003
1320, 40004
1325, 40006
1330, 40002
1335, 40004
1340, 40004
1345, 40003
1350, 40003
1355, 40005
1360, 40003
1365, 40006
1370, 40004
1375, 40005
1380, 40004
1385, 40003
1390, 40005
1395, 40000
1400, 40001
1405, 40001
1410, 40000
1415, 40001
1420, 40002
1425, 40002
1430, 40001
1435, 40002
1440, 39999
1445, 40000
1450, 40002
1455, 40000
1460, 39999
1465, 40001
1470, 40001
1475, 40001
1480, 40000
1485, 40001
1490, 40002
1495, 40001
1500, 40003
1505, 40002
1510, 40002
1515, 40002
1520, 40001
1525, 40004
1530, 40002
1535, 40001
1540, 40002
1545, 40002
1550, 40002
1555, 40001
1560, 40002
1565, 40002
1570, 40002
1575, 40004
1580, 40002
1585, 40002
1590, 40001
1595, 40002
1600, 40001
1605, 40002
1610, 40002
1615, 40002
1620, 40003
1625, 40003
1630, 40002
1635, 40003
1640, 40004
1645, 40005
1650, 40002
1655, 40004
1660, 40003
1665, 40003
1670, 40002
1675, 40002
1680, 40004
1685, 40003
1690, 40002
1695, 40005
1700, 40006
1705, 40003
1710, 40002
1715, 40003
1720, 40003
1725, 40003
1730, 40002
1735, 40002
1740, 40004
1745, 40005
1750, 40005
1755, 40003
1760, 40004
1765, 40003
1770, 40003
1775, 40004
1780, 40004
1785, 40002
1790, 40004
1795, 40003
1800, 40003
1805, 40005
1810, 40004
1815, 40004
1820, 40004
1825, 40004
1830, 40003
1835, 40002
1840, 40003
1845, 40004
1850, 40004
1855, 40005
1860, 40006
1865, 40005
1870, 40004
1875, 40006
1880, 39998
1885, 39999
1890, 39997
1895, 39999
1900, 40001
1905, 40000
1910, 39998
1915, 40000
1920, 39999
1925, 40000
1930, 40000
1935, 39999
1940, 39999
1945, 40000
1950, 40000
1955, 39999
1960, 40001
1965, 39998
1970, 40000
1975, 40000
1980, 40000
1985, 40001
1990, 40000
1995, 39999
2000, 39999
2005, 39999
2010, 39999
2015, 39999
2020, 40000
2025, 39999
2030, 40000
2035, 39999
2040, 40000
2045, 40001
2050, 39998
2055, 40001
2060, 39999
2065, 40001
2070, 40001
2075, 40000
2080, 39999
2085, 39999
2090, 40001
2095, 39999
2100, 40000
2105, 39999
2110, 39998
2115, 40000
2120, 39999
2125, 40002
2130, 40000
2135, 40001
2140, 40000
2145, 39999
2150, 40000
2155, 39999
2160, 40001
2165, 40000
2170, 39999
2175, 40001
2180, 39999
2185, 40001
2190, 40000
2195, 39998
2200, 40000
2205, 40000
2210, 39999
2215, 39999
2220, 40000
2225, 40000
2230, 40000
2235, 40001
2240, 40001
2245, 40000
2250, 40001
2255, 40001
2260, 40001
2265, 40001
2270, 40001
2275, 39999
2280, 40001
2285, 40000
2290, 40001
2295, 40003
2300, 39998
2305, 40000
2310, 40000
2315, 40001
2320, 40000
2325, 40000
2330, 40000
2335, 39999
2340, 40001
2345, 39998
2350, 40002
2355, 40000
2360, 40000
2365, 40000
2370, 40001
2375, 40001
2380, 39999
2385, 40000
2390, 40002
2395, 40002
2400, 40000
2405, 40000
2410, 40001
2415, 40001
2420, 40000
2425, 40001
2430, 40000
2435, 40001
2440, 40002
2445, 40002
2450, 40001
2455, 40000
2460, 40002
2465, 40001
2470, 40000
2475, 40000
2480, 40000
2485, 40000
2490, 40001
2495, 40000
2500, 40001
2505, 40000
2510, 39999
2515, 40001
2520, 40000
2525, 40001
2530, 40002
2535, 39999
2540, 39999
2545, 40001
2550, 40001
2555, 40001
2560, 40003
2565, 40001
2570, 40000
2575, 40000
2580, 40002
2585, 40003
2590, 40003
2595, 40004
2600, 40002
2605, 40003
2610, 40002
2615, 40001
2620, 40002
2625, 40001
2630, 40003
2635, 40003
2640, 40001
2645, 40003
2650, 40000
2655, 40002
2660, 40002
2665, 40001
2670, 40003
2675, 40002
2680, 40001
2685, 40003
2690, 40001
2695, 40004
2700, 40001
2705, 40002
2710, 40002
2715, 40004
2720, 40003
2725, 40002
2730, 40001
2735, 40003
2740, 40001
2745, 40003
2750, 40001
2755, 40003
2760, 40003
2765, 40000
2770, 40004
2775, 40003
2780, 40002
2785, 40001
2790, 40002
2795, 40002
2800, 40000
2805, 40002
2810, 40000
2815, 40001
2820, 40003
2825, 40001
2830, 40001
2835, 40001
2840, 40002
2845, 40001
2850, 40002
2855, 39999
2860, 40001
2865, 40000
2870, 40002
2875, 40003
2880, 40001
2885, 40003
2890, 40001
2895, 40002
2900, 40001
2905, 40000
2910, 40002
2915, 40002
2920, 40001
2925, 40002
2930, 40003
2935, 40002
2940, 40002
2945, 40003
2950, 40002
2955, 40001
2960, 40003
2965, 40002
2970, 40001
2975, 40003
2980, 40004
2985, 40002
2990, 40001
2995, 40001
3000, 40003
3005, 40002
3010, 40001
3015, 40005
3020, 40004
3025, 40002
3030, 40002
3035, 40002
3040, 40001
3045, 40001
3050, 40003
3055, 40003
3060, 40001
3065, 40004
3070, 40001
3075, 40003
3080, 40002
3085, 40002
3090, 40002
3095, 40003
3100, 40001
3105, 40001
3110, 40002
3115, 40002
3120, 40001
3125, 40003
3130, 40003
3135, 40003
3140, 40000
3145, 40002
3150, 40004
3155, 40003
3160, 40002
3165, 40000
3170, 40002
3175, 40003
3180, 40003
3185, 40001
3190, 40002
3195, 40005
3200, 40002
3205, 40002
3210, 40000
3215, 40004
3220, 40003
3225, 40004
3230, 40002
3235, 40000
3240, 40000
3245, 40003
3250, 40003
3255, 40003
3260, 40003
3265, 40004
3270, 40003
3275, 40002
3280, 40001
3285, 40001
3290, 40002
3295, 40001
3300, 40004
3305, 40003
3310, 40002
3315, 40003
3320, 40005
3325, 40003
3330, 40001
3335, 40001
3340, 40003
3345, 40001
3350, 40001
3355, 40003
3360, 40003
3365, 40002
3370, 40003
3375, 40000
3380, 40000
3385, 40001
3390, 40003
3395, 40002
3400, 40002
3405, 40000
3410, 40003
3415, 40000
3420, 40001
3425, 40001
3430, 40002
3435, 40003
3440, 40003
3445, 40004
3450, 40002
3455, 40001
3460, 40003
3465, 40002
3470, 40005
3475, 40003
3480, 40003
3485, 40002
3490, 40001
3495, 40002
3500, 40001
3505, 40003
3510, 40001
3515, 40005
3520, 40004
3525, 40002
3530, 40002
3535, 40002
3540, 40002
3545, 40003
3550, 40005
3555, 40003
3560, 40001
3565, 40003
3570, 40003
3575, 40001
3580, 40002
3585, 40005
3590, 40004
3595, 40004
3600, 40001
3605, 40001
3610, 40003
3615, 40003
3620, 40003
3625, 40004
3630, 40001
3635, 40002
3640, 40004
3645, 40002
3650, 40002
3655, 40002
3660, 40002
3665, 40001
3670, 40004
3675, 40004
3680, 40001
3685, 40003
3690, 40003
3695, 40004
3700, 40003
3705, 40004
3710, 40002
3715, 40001
3720, 40002
3725, 40003
3730, 40001
3735, 40003
3740, 40001
3745, 40001
3750, 40003
3755, 40003
3760, 40001
3765, 40004
3770, 39999
3775, 40001
3780, 40002
3785, 40001
3790, 40004
3795, 40004
3800, 40002
3805, 40002
3810, 40001
3815, 40003
3820, 40003
3825, 40000
3830, 40003
3835, 40001
3840, 40000
3845, 40001
3850, 40002
3855, 40002
3860, 40004
3865, 40002
3870, 40002
3875, 40001
3880, 40003
3885, 40003
3890, 40002
3895, 40003
3900, 40002
3905, 40002
3910, 40005
3915, 40003
3920, 40004
3925, 40002
3930, 40003
3935, 40003
3940, 40001
3945, 40001
3950, 40001
3955, 40001
3960, 40003
3965, 40002
3970, 40002
3975, 40003
3980, 40003
3985, 40000
3990, 40001
3995, 40003
4000, 40003
4005, 40001
4010, 40000
4015, 40003
4020, 40000
4025, 40002
4030, 40001
4035, 40002
4040, 40001
4045, 40002
4050, 40003
4055, 39999
4060, 40001
4065, 40002
4070, 40001
4075, 40002
4080, 40001
4085, 40001
4090, 40001
4095, 40002
4100, 40001
4105, 40002
4110, 40003
4115, 40002
4120, 40001
4125, 40002
4130, 40002
4135, 39999
4140, 40002
4145, 40002
4150, 40001
4155, 40003
4160, 40001
4165, 40001
4170, 40001
4175, 40000
4180, 40002
4185, 40003
4190, 40003
4195, 40002
4200, 40001
4205, 40002
4210, 40002
4215, 40003
4220, 40002
4225, 40001
4230, 40001
4235, 40000
4240, 40003
4245, 40004
4250, 40000
4255, 40002
4260, 40003
4265, 40000
4270, 40004
4275, 40001
4280, 40003
4285, 40002
4290, 39999
4295, 40001
4300, 40005
4305, 40002
4310, 40003
4315, 40002
4320, 40001
4325, 40000
4330, 40002
4335, 40002
4340, 40001
4345, 40003
4350, 40002
4355, 40002
4360, 40004
4365, 40002
4370, 40003
4375, 40000
4380, 40001
4385, 40005
4390, 40002
4395, 40003
4400, 40000
4405, 40003
4410, 40004
4415, 40002
4420, 40003
4425, 40002
4430, 40001
4435, 40002
4440, 40003
4445, 40003
4450, 40002
4455, 40003
4460, 40002
4465, 40003
4470, 40002
4475, 40001
4480, 40003
4485, 40003
4490, 40001
4495, 40000
4500, 40002
4505, 40004
4510, 40004
4515, 40005
4520, 40002
4525, 40001
4530, 40001
4535, 40002
4540, 40000
4545, 40002
4550, 40003
4555, 39999
4560, 40003
4565, 40001
4570, 40001
4575, 40002
4580, 40002
4585, 40000
4590, 40003
4595, 40001
4600, 40003
4605, 40001
4610, 40001
4615, 40003
4620, 40003
4625, 40004
4630, 40003
4635, 40002
4640, 40003
4645, 40002
4650, 40005
4655, 40001
4660, 40003
4665, 40003
4670, 40002
4675, 40002
4680, 40003
4685, 40003
4690, 40001
4695, 40003
4700, 40000
4705, 40002
4710, 40001
4715, 40004
4720, 39999
4725, 40001
4730, 40002
4735, 40002
4740, 40001
4745, 40001
4750, 40001
4755, 40002
4760, 40003
4765, 40002
4770, 40003
4775, 40003
4780, 40000
4785, 40002
4790, 40003
4795, 40001
4800, 40002
4805, 40002
4810, 40003
4815, 40001
4820, 40001
4825, 40005
4830, 40001
4835, 40002
4840, 40003
4845, 40002
4850, 40003
4855, 40003
4860, 40002
4865, 40003
4870, 40002
4875, 40004
4880, 40002
4885, 40005
4890, 40001
4895, 40002
4900, 40003
4905, 40001
4910, 40003
4915, 40002
4920, 40007
4925, 40002
4930, 40002
4935, 40003
4940, 40002
4945, 40002
4950, 40002
4955, 40002
4960, 40003
4965, 40002
4970, 40002
4975, 39999
4980, 40003
4985, 40003
4990, 40003
4995, 40002
5000, 40003
5005, 40004
5010, 40004
5015, 40004
5020, 40002
5025, 40005
5030, 40005
5035, 40003
5040, 40002
5045, 40003
5050, 40003
5055, 40002
5060, 40003
5065, 40003
